"Year","Category","Sector","Country","Estimate","Lower CI","Upper CI","CV"
2021,"Imports","Low carbon heat","UK",356500,227500,486000,"18"
2021,"Imports","Low carbon heat","England",175500,110500,240500,"19"
2021,"Imports","Low carbon heat","Scotland",166000,75000,257000,"28"
2021,"Imports","Low carbon heat","Wales",9500,6500,12500,"17"
2021,"Imports","Low carbon heat","Northern Ireland",6000,2500,10000,"31"
2021,"Imports","Energy from waste and biomass","UK",1237000,1200000,1274000,"2"
2021,"Imports","Energy from waste and biomass","England",1209000,1175000,1243500,"1"
2021,"Imports","Energy from waste and biomass","Scotland",23000,10500,36000,"28"
2021,"Imports","Energy from waste and biomass","Wales",NA,NA,NA,"49"
2021,"Imports","Energy from waste and biomass","Northern Ireland",3500,-2000,9500,"81"
2021,"Imports","Energy efficient products","UK",1925000,1147500,2702000,"21"
2021,"Imports","Energy efficient products","England",1507500,916500,2098000,"20"
2021,"Imports","Energy efficient products","Scotland",NA,NA,NA,"c"
2021,"Imports","Energy efficient products","Wales",NA,NA,NA,"c"
2021,"Imports","Energy efficient products","Northern Ireland",156500,-32000,345500,"61"
2021,"Imports","Low carbon services","UK",28000,16500,40000,"21"
2021,"Imports","Low carbon services","England",23500,11500,35000,"26"
2021,"Imports","Low carbon services","Scotland",3000,3000,3500,"4"
2021,"Imports","Low carbon services","Wales",NA,NA,NA,"c"
2021,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2021,"Imports","Low emission vehicles","UK",3931500,3771500,4091500,"2"
2021,"Imports","Low emission vehicles","England",3666500,3516500,3817000,"2"
2021,"Imports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2021,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2021,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2021,"Aquisitions","All groups","UK",9066000,5924500,12207500,"18"
2021,"Aquisitions","All groups","England",7024000,3949500,10098500,"22"
2021,"Aquisitions","All groups","Scotland",1168000,595000,1740500,"25"
2021,"Aquisitions","All groups","Wales",749500,676000,823000,"5"
2021,"Aquisitions","All groups","Northern Ireland",124500,33000,216000,"38"
2021,"Aquisitions","Low carbon electricity","UK",6550500,3532500,9568500,"24"
2021,"Aquisitions","Low carbon electricity","England",4863500,1896500,7830500,"31"
2021,"Aquisitions","Low carbon electricity","Scotland",NA,NA,NA,"c"
2021,"Aquisitions","Low carbon electricity","Wales",NA,NA,NA,"c"
2021,"Aquisitions","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2021,"Aquisitions","Low carbon heat","UK",154500,61500,247500,"31"
2021,"Aquisitions","Low carbon heat","England",103000,31500,174500,"35"
2021,"Aquisitions","Low carbon heat","Scotland",46500,-12000,105000,"64"
2021,"Aquisitions","Low carbon heat","Wales",NA,NA,NA,"38"
2021,"Aquisitions","Low carbon heat","Northern Ireland",NA,NA,NA,"45"
2021,"Aquisitions","Energy from waste and biomass","UK",638500,13500,1263000,"50"
2021,"Aquisitions","Energy from waste and biomass","England",616000,-9000,1240500,"52"
2021,"Aquisitions","Energy from waste and biomass","Scotland",9000,8500,9500,"3"
2021,"Aquisitions","Energy from waste and biomass","Wales",9000,6500,11500,"15"
2021,"Aquisitions","Energy from waste and biomass","Northern Ireland",4500,-3000,12000,"85"
2021,"Aquisitions","Energy efficient products","UK",539500,117000,961500,"40"
2021,"Aquisitions","Energy efficient products","England",414000,114000,713500,"37"
2021,"Aquisitions","Energy efficient products","Scotland",78500,-26000,183500,"68"
2021,"Aquisitions","Energy efficient products","Wales",37500,16500,58500,"29"
2021,"Aquisitions","Energy efficient products","Northern Ireland",9500,6500,12500,"17"
2021,"Aquisitions","Low carbon services","UK",61000,-44500,166500,"88"
2021,"Aquisitions","Low carbon services","England",9000,-7000,25000,"89"
2021,"Aquisitions","Low carbon services","Scotland",52000,-52500,156000,"103"
2021,"Aquisitions","Low carbon services","Wales",NA,NA,NA,"0"
2021,"Aquisitions","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2021,"Aquisitions","Low emission vehicles","UK",1122000,923500,1321000,"9"
2021,"Aquisitions","Low emission vehicles","England",1019000,842500,1195500,"9"
2021,"Aquisitions","Low emission vehicles","Scotland",NA,NA,NA,"c"
2021,"Aquisitions","Low emission vehicles","Wales",NA,NA,NA,"c"
2021,"Aquisitions","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2021,"Disposals","All groups","UK",844000,-323000,2010500,"71"
2021,"Disposals","All groups","England",50000,1000,99500,"50"
2021,"Disposals","All groups","Scotland",744000,-419000,1907500,"80"
2021,"Disposals","All groups","Wales",41000,-23500,105000,"80"
2021,"Disposals","All groups","Northern Ireland",8500,-4500,21500,"76"
2021,"Disposals","Low carbon electricity","UK",NA,NA,NA,"c"
2021,"Disposals","Low carbon electricity","England",NA,NA,NA,"c"
2021,"Disposals","Low carbon electricity","Scotland",735000,-428000,1898000,"81"
2021,"Disposals","Low carbon electricity","Wales",37500,-26500,101000,"87"
2021,"Disposals","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2021,"Disposals","Low carbon heat","UK",NA,NA,NA,"24"
2021,"Disposals","Low carbon heat","England",NA,NA,NA,"0"
2021,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"70"
2021,"Disposals","Low carbon heat","Wales",NA,NA,NA,"43"
2021,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"0"
2021,"Disposals","Energy from waste and biomass","UK",NA,NA,NA,"51"
2021,"Disposals","Energy from waste and biomass","England",NA,NA,NA,"54"
2021,"Disposals","Energy from waste and biomass","Scotland",NA,NA,NA,"75"
2021,"Disposals","Energy from waste and biomass","Wales",NA,NA,NA,"80"
2021,"Disposals","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"53"
2021,"Disposals","Energy efficient products","UK",48000,-20500,116500,"73"
2021,"Disposals","Energy efficient products","England",35500,-13000,84000,"70"
2021,"Disposals","Energy efficient products","Scotland",9000,-8000,26000,"97"
2021,"Disposals","Energy efficient products","Wales",3500,-1000,8000,"66"
2021,"Disposals","Energy efficient products","Northern Ireland",NA,NA,NA,"41"
2021,"Disposals","Low carbon services","UK",0,0,0,"0"
2021,"Disposals","Low carbon services","England",0,0,0,"0"
2021,"Disposals","Low carbon services","Scotland",0,0,0,"0"
2021,"Disposals","Low carbon services","Wales",0,0,0,"0"
2021,"Disposals","Low carbon services","Northern Ireland",0,0,0,"0"
2021,"Disposals","Low emission vehicles","UK",NA,NA,NA,"c"
2021,"Disposals","Low emission vehicles","England",NA,NA,NA,"c"
2021,"Disposals","Low emission vehicles","Scotland",NA,NA,NA,"0"
2021,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"0"
2021,"Disposals","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
